name_project,region,budget_project,city,is_multi_region,sectors_touched,all_sectors,n_sectors,status_en,area_sqm,start_year,start_date,end_date,duration_days,has_budget,is_at_risk
سنترو كورنيش الخبر – Centro Corniche Khobar,Eastern Region,,الخبر,False,['Commercial'],['Commercial'],1,Completed,21000.0,,,2018-01-01,,False,False
سهيل الرياض – Suhail Al Riyadh,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Announced,1720430.0,,,,,False,False
سوق الأسر المنتجة,Jazan,,جازان,False,['Religious/Charity'],"['Commercial', 'Religious/Charity']",1,Under construction,18000.0,2014.0,2014-02-03,,,False,False
سوق الأسر المنتجه,Hail,,حائل,False,['Religious/Charity'],['Religious/Charity'],1,Under construction,,,,,,False,False
سوق الخضار المركزي ببريده – Buraidah Central Vegetable Market,Al-Qaseem,148000000.0,بريدة,False,['Government'],['Government'],1,Under construction,229000.0,,,,,True,False
سوق السمك المركزي بجدة – Jeddah Central Fish Market,Makkah Al-Mokarramah,,جدة,False,"['Government', 'Leisure/Tourism']","['Government', 'Leisure/Tourism']",2,Cancelled,,,,,,False,True
سوق المجلس -عنيزة,Al-Qaseem,110000000.0,عنيزة,False,['Leisure/Tourism'],"['Commercial', 'Infrastructure', 'Leisure/Tourism']",1,Under construction,117000.0,2015.0,2015-05-01,,,True,False
سوق تجاري – Commercial Center,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Completed,,2013.0,2013-08-01,2017-03-31,1338.0,False,False
سوق حطين – Hiteen Souk,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,7767.0,,,,,False,False
سويس اوتيل الرياض – SWISSOTEL RIYADH,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Hospitality']",1,Announced,43000.0,,,,,False,False
سي 180 – C180,Makkah Al-Mokarramah,,جدة,False,['Residential'],['Residential'],1,Completed,,2009.0,2009-02-01,2014-10-31,2098.0,False,False
سيتي سنتر إشبيلية – City Centre Ishbiliyah,Al-Riyadh,2000000000.0,الرياض,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Delayed,115000.0,2016.0,2016-05-17,2019-03-15,1032.0,True,True
سيتي فيوز 1- City Views 1,Makkah Al-Mokarramah,,مدينة الملك عبدالله الاقتصادية,False,"['Commercial', 'Residential']","['Commercial', 'Hospitality', 'Residential']",2,Announced,40391.0,,,,,False,False
سيتي فيوز 2- City Views 2,Makkah Al-Mokarramah,,مدينة الملك عبدالله الاقتصادية,False,"['Commercial', 'Residential']","['Commercial', 'Hospitality', 'Residential']",2,Announced,32645.0,,,,,False,False
سيتي لايف بلازا – المونسية – الرياض  City life plaza –...,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Delayed,14000.0,2016.0,2016-07-10,2017-05-01,295.0,False,True
سيتي مول – City Mall,Eastern Region,,الخفجي,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Under construction,120620.0,2016.0,2016-07-01,2019-12-31,1278.0,False,False
سُكنى – Sukna,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Government', 'Religious/Charity', 'Residential', 'Sports']","['Commercial', 'Government', 'Religious/Charity', 'Residential', 'Sports']",5,Under construction,1414221.0,2016.0,2016-11-01,2020-12-31,1521.0,False,False
شاطئ السيف – Saif Beach,Makkah Al-Mokarramah,70200000.0,جدة,False,"['Government', 'Leisure/Tourism', 'Sports']","['Commercial', 'Government', 'Leisure/Tourism', 'Sports']",3,Completed,350000.0,2015.0,2015-01-01,2016-01-26,390.0,True,False
شبكة حافلات جدة – Jeddah Bus Network,Makkah Al-Mokarramah,,جدة,False,['Government'],"['Government', 'Infrastructure']",1,Announced,,,,,,False,False
شبكة حافلات مكة – Makkah Bus Transit,Makkah Al-Mokarramah,3122000000.0,مكة المكرمة,False,['Government'],"['Government', 'Infrastructure']",1,Under construction,,2017.0,2017-02-05,2019-09-30,967.0,True,False
شبكة مترو جدة – Jeddah Metro Network,Makkah Al-Mokarramah,,جدة,False,['Government'],"['Government', 'Infrastructure']",1,Announced,,,,,,False,False
شبكة مترو مكة – Makkah Metro,Makkah Al-Mokarramah,,مكة المكرمة,False,['Government'],"['Government', 'Infrastructure']",1,Under construction,,2017.0,2017-08-30,,,False,False
شرفات بارك الخير – Shorofat Park Alkhair,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,4000.0,2016.0,2016-06-01,,,False,False
شرفات بارك الراكة – Shorofat Park Rakkah,Eastern Region,,الخبر,False,['Commercial'],['Commercial'],1,Under construction,52600.0,2018.0,2018-06-01,,,False,False
شرفات بارك الندى – Shorofat Park Alnada,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,17187.0,2016.0,2016-01-01,,,False,False
شرفات بارك حطين – Shrofat Park Hittin,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Announced,11000.0,,,,,False,False
شرفة – Shurfa,Aseer,,أبها,False,['Commercial'],['Commercial'],1,Under construction,5400.0,2018.0,2018-07-01,2019-09-30,456.0,False,False
شمس الرياض – SHAMS ARRIYADH,Al-Riyadh,5800000000.0,الرياض,False,['Residential'],['Residential'],1,Under construction,400600.0,,,,,True,False
شموخ بلازا – Shumok Plaza,Eastern Region,,الدمام,False,['Commercial'],['Commercial'],1,Under construction,4744.0,2017.0,2017-03-25,,,False,False
صالة الحجاج,Makkah Al-Mokarramah,4000000000.0,جدة,False,['Government'],"['Government', 'Infrastructure']",1,Completed,400000.0,1975.0,1975-07-01,1982-12-31,2740.0,True,False
صالة رياضية مغلقة -الكلية التقنية,Al-Madinah Al-Monawarah,6933053.0,المدينة المنورة,False,['Education'],['Education'],1,Under construction,,2012.0,2012-05-10,,,True,False
صحار – Sahar,Al-Qaseem,4000000000.0,بريدة,False,"['Commercial', 'Education', 'Health', 'Religious/Charity', 'Residential']","['Commercial', 'Education', 'Health', 'Religious/Charity', 'Residential']",5,Under construction,600000.0,2006.0,2006-10-01,,,True,False
صناعية الشمال – North Industrial,Al-Riyadh,,الرياض,False,"['Commercial', 'Industrial']","['Commercial', 'Industrial']",2,Under construction,250000.0,2017.0,2017-03-01,,,False,False
صناعية عسفان – Asfan Industrial City,Makkah Al-Mokarramah,,جدة,False,['Industrial'],['Industrial'],1,Under construction,5000000.0,2014.0,2014-07-01,,,False,False
صوامع جازان – Jazan Silos,Jazan,560000000.0,جازان,False,"['Government', 'Industrial']","['Government', 'Industrial']",2,Completed,150000.0,2011.0,2011-12-31,2016-04-30,1582.0,True,False
ضاحية أم الجود – UMM AL JOUD,Makkah Al-Mokarramah,,مكة المكرمة,False,['Residential'],"['Commercial', 'Infrastructure', 'Residential']",1,Under construction,750000.0,,,,,False,False
ضاحية الاصفر في الأحساء –  Dahyat Al Asfar in Al-Ahsa,Eastern Region,,الأحساء,False,"['Commercial', 'Government']","['Commercial', 'Government', 'Infrastructure']",2,Announced,55000000.0,,,,,False,False
ضاحية الحسينية – Al Husayniyah Subrub,Makkah Al-Mokarramah,,مكة المكرمة,False,"['Commercial', 'Leisure/Tourism', 'Religious/Charity', 'Residential']","['Commercial', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Religious/Charity', 'Residential']",4,Announced,7541130.0,,,,,False,False
ضاحية الملك عبدالله,Jazan,,جازان,False,"['Government', 'Residential']","['Government', 'Infrastructure', 'Residential']",2,Under construction,,,,,,False,False
ضاحية سمايا الرياض – SAMAYA RIYADH,Al-Riyadh,1000000000.0,الرياض,False,['Residential'],"['Commercial', 'Infrastructure', 'Residential']",1,Under construction,1000000.0,,,,,True,False
ضاحية فلل الرمال – Al Rimal Villas Complex,Al-Riyadh,538283964.0,الرياض,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Under construction,408000.0,2010.0,2010-11-01,,,True,False
ضاحية قرية العقارية,Al-Riyadh,1130000000.0,الرياض,False,['Residential'],"['Commercial', 'Infrastructure', 'Residential']",1,Announced,2030889.0,,,,,True,False
ضاحية مرفيلا – Marvela,Al-Riyadh,,الرياض,False,['Residential'],"['Commercial', 'Residential']",1,Completed,73000.0,,,2016-09-13,,False,False
ضاحية منال – Manal Suburb,Al-Riyadh,,الرياض,False,['Residential'],"['Commercial', 'Residential']",1,Proposed,8000000.0,2015.0,2015-10-01,,,False,False
ضباء بلازا – DUBA PLAZA,Tabouk,,ضبا,False,['Commercial'],['Commercial'],1,Completed,15000.0,,,2016-12-01,,False,False
ضواحي مركز الملك عبدالله المالي – KAFD Enviros Development,Al-Riyadh,,الرياض,False,"['Commercial', 'Leisure/Tourism', 'Religious/Charity', 'Residential']","['Commercial', 'Infrastructure', 'Leisure/Tourism', 'Religious/Charity', 'Residential']",4,Announced,5000000.0,,,,,False,False
ضيافة المتحدة – Dyafa Al Mutahida,Makkah Al-Mokarramah,,جدة,False,['Residential'],"['Commercial', 'Hospitality', 'Residential']",1,Stalled,15000.0,2015.0,2015-10-01,,,False,True
طريق الجبيل القصيم السريع – Al Jubail Al Qassim Expressway,Al-Qaseem / Al-Riyadh / Eastern Region,,الجبيل,True,['Government'],"['Government', 'Infrastructure']",1,Under construction,,2012.0,2012-08-12,,,False,False
طريق الدائري الثالث بمكة المكرمة,Makkah Al-Mokarramah,1535000000.0,مكة المكرمة,False,['Government'],"['Government', 'Infrastructure']",1,Delayed,,,,2018-07-09,,True,True
طريق الدائري الثاني بجدة – Second Ring Road Jeddah,Makkah Al-Mokarramah,9050000000.0,جدة,False,['Government'],"['Government', 'Infrastructure']",1,Under construction,,2009.0,2009-01-01,,,True,False
طريق السعودية – عُمان الدولي,Eastern Region,1623756000.0,الأحساء,False,['Government'],"['Government', 'Infrastructure']",1,Completed,,2011.0,2011-05-01,2016-04-10,1806.0,True,False
طريق القصيم مكة المكرمة السريع – QASSIM-MAKKAH ROAD,Makkah Al-Mokarramah / Al-Qaseem,4800000000.0,مكة المكرمة,True,['Government'],"['Government', 'Infrastructure']",1,Under construction,,2011.0,2011-07-27,,,True,False
طريق الملك عبدالعزيز بمكة المكرمة – KAAR,Makkah Al-Mokarramah,6400000000.0,مكة المكرمة,False,"['Government', 'Leisure/Tourism', 'Residential']","['Government', 'Infrastructure', 'Leisure/Tourism', 'Residential']",3,Under construction,1200000.0,2010.0,2010-02-01,2030-12-31,7638.0,True,False
طريق حائل -المدينة المنورة الجديد,Al-Madinah Al-Monawarah / Hail,,"المدينة المنورة, حائل",True,['Government'],"['Government', 'Infrastructure']",1,Delayed,,2006.0,2006-06-14,2009-06-14,1096.0,False,True
طريق مكة المكرمة – جدة المباشر – Jeddah – Makkah direct Ro...,Makkah Al-Mokarramah,814407216.0,"مكة المكرمة, جدة",False,['Government'],"['Government', 'Infrastructure']",1,Under construction,,2014.0,2014-01-01,,,True,False
عرعر سيتي سنتر – Arar City Centre,Northern Borders,,عرعر,False,['Commercial'],['Commercial'],1,Announced,,,,,,False,False
عرعر مول – Arar Mall,Northern Borders,,عرعر,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Completed,125103.0,2014.0,2014-05-01,2016-05-15,745.0,False,False
عمارة الملكة – Queen’s Building,Makkah Al-Mokarramah,95000000.0,جدة,False,['Commercial'],['Commercial'],1,Completed,3600.0,1971.0,1971-01-01,1973-12-31,1095.0,True,False
عناية سارة – Sarah Care,Makkah Al-Mokarramah,,جدة,False,['Health'],['Health'],1,Under construction,4000.0,2016.0,2016-07-01,,,False,False
عنيزة بلازا – UNAYZAH PLAZA,Al-Qaseem,,عنيزة,False,['Commercial'],['Commercial'],1,Completed,15053.0,2016.0,2016-12-17,2017-07-31,226.0,False,False
عنيزة بوليفارد – Boulevard Unayzah,Al-Qaseem,,عنيزة,False,['Commercial'],['Commercial'],1,Announced,17000.0,,,,,False,False
عود ديونز,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Completed,10258.0,,,,,False,False
عود سكوير,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Completed,,,,,,False,False
غالية سكوير – Ghalya Square,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,,,,,,False,False
غاليريا مول – Galleria Mall,Eastern Region,94506300.0,الجبيل الصناعية,False,['Commercial'],['Commercial'],1,Completed,,2009.0,2009-01-01,2016-11-10,2870.0,True,False
غولدن تاور – Golden Tower,Makkah Al-Mokarramah,,جدة,False,['Residential'],"['Commercial', 'Residential']",1,Delayed,5000.0,2013.0,2013-02-01,2017-04-01,1520.0,False,True
فارسي سيفين – Farsi Seven,Makkah Al-Mokarramah,502493300.0,جدة,False,['Residential'],"['Commercial', 'Residential']",1,Completed,8811.0,2012.0,2012-11-01,2017-06-30,1702.0,True,False
فالي سنتر – Valley Centre,Makkah Al-Mokarramah,,الطائف,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Leisure/Tourism']",2,Completed,15000.0,2014.0,2014-11-12,2017-04-19,889.0,False,False
فرع الهيئة العامة للغذاء والدواء بالمنطقة الشرقية –...,Eastern Region,,الدمام,False,['Government'],['Government'],1,Under construction,,,,,,False,False
فلل أسكوت الرياض – Ascott Villas Riyadh,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Hospitality']",1,Delayed,42000.0,2016.0,2016-07-25,2017-11-30,493.0,False,True
فلل التلال,Al-Madinah Al-Monawarah,,المدينة المنورة,False,['Residential'],['Residential'],1,Under construction,303360.0,,,,,False,False
فلل دار الجوار  – Dar Al Jewar,Al-Madinah Al-Monawarah,,المدينة المنورة,False,['Residential'],"['Commercial', 'Infrastructure', 'Residential']",1,Under construction,586000.0,2011.0,2011-01-05,,,False,False
فلل ليليا – Lilia Villas,Makkah Al-Mokarramah,,جدة,False,['Residential'],['Residential'],1,Under construction,21000.0,,,,,False,False
فلل ميرابيليا – Mirabilia Villas,Al-Riyadh,600000000.0,الرياض,False,['Residential'],['Residential'],1,Announced,,,,,,True,False
فنادق ايبيس و أداجيو و نوفوتيل الأندلس –  Novotel & Ibis...,Makkah Al-Mokarramah,,جدة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Announced,9500.0,,,,,False,False
فنادق تلال النسيم – AL NASSIM HOTEL,,,,False,['Commercial'],"['Commercial', 'Hospitality']",1,Announced,9500.0,,,,,False,False
فنادق ومنتجعات جدة – Jeddah Hotels & Resort,Makkah Al-Mokarramah,60000000.0,جدة,False,['Residential'],"['Commercial', 'Hospitality', 'Residential']",1,Proposed,5600.0,,,,,True,False
فندف جامعة نجران,Najran,,نجران,False,['Government'],"['Government', 'Hospitality']",1,Announced,,,,,,False,False
فندق آل مسعد – ALMASAAD HOTEL,Al-Madinah Al-Monawarah,,ينبع,False,['Commercial'],"['Commercial', 'Hospitality']",1,Delayed,,2015.0,2015-12-24,2017-06-01,525.0,False,True
فندق إنديجو الرياض المركز المالي – Indigo Hotel Riyadh KAFD,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Hospitality']",1,Delayed,18980.0,2012.0,2012-03-01,2017-11-30,2100.0,False,True
فندق الرياض سوفيتيل – Sofitel Hotels Riyadh,Al-Riyadh,,الرياض,False,['Residential'],"['Hospitality', 'Residential']",1,Delayed,108532.0,2012.0,2012-11-17,2015-12-31,1139.0,False,True
فندق السحيم – SUHAIM HOTEL,Eastern Region,,الدمام,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,2200.0,2016.0,2016-01-20,,,False,False
فندق الفالح – Alfaleh Hotel,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,3200.0,,,,,False,False
فندق المدعج بالخبر,Eastern Region,,الخبر,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,,,,,,False,False
فندق المدوخل – Medokhil Hotel,Eastern Region,,الدمام,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Leisure/Tourism']",1,Delayed,2100.0,2015.0,2015-06-20,2018-06-10,1086.0,False,True
فندق الموسى – ALMOSA HOTEL,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,1500.0,2017.0,2017-03-01,,,False,False
فندق النخيل بي – Alnakhel B Hotel,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,,,,,,False,False
فندق املج – UMLOJ Hotel,Tabouk,,أملج,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,20000.0,2016.0,2016-11-01,,,False,False
فندق بارك ان الرياض – Riyadh Park in Hotel,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,5000.0,,,,,False,False
فندق برج داماك باراماونت – DAMAC Towers by Paramount Hotels & Resort...,Al-Riyadh,,الرياض,False,['Residential'],"['Commercial', 'Residential']",1,Completed,,2013.0,2013-03-04,2017-10-31,1702.0,False,False
فندق تايم الرياض – TIME Hotel Riyadh,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Hospitality']",1,Delayed,,,,2017-12-31,,False,True
فندق خبتي جراند – Khabty Grand Hotel,Aseer,,بيشة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,5500.0,2013.0,2013-10-01,,,False,False
فندق دار جدة – Dar Jeddah Hotel,Makkah Al-Mokarramah,,جدة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Proposed,2500.0,,,,,False,False
فندق دبل تري جازان – DoubleTree Hotel Jazan,Jazan,,جازان,False,['Commercial'],"['Commercial', 'Hospitality']",1,Delayed,13700.0,2015.0,2015-03-01,2019-03-01,1461.0,False,True
فندق دبل تري من هيلتون جدة – DoubleTree by Hilton Jeddah,Makkah Al-Mokarramah,,جدة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,,2017.0,2017-05-10,2020-01-31,996.0,False,False
فندق راديسون بلو الهداية – Radisson Blu Hotel Al Hidaya,Makkah Al-Mokarramah,,مكة المكرمة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Completed,,,,2016-12-15,,False,False
فندق روزالي الرياض – Rosalie Hotels Riyadh,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,6000.0,2016.0,2016-07-01,,,False,False
فندق شذا الرياض – Shaza Hotels RIYADH,Al-Riyadh,,الرياض,False,['Religious/Charity'],"['Hospitality', 'Religious/Charity']",1,Delayed,10000.0,2015.0,2015-10-01,2017-10-01,731.0,False,True
فندق شذا جبل الكعبة مكة – Shaza Hotel Jabal Kaabah Makkah,Makkah Al-Mokarramah,,مكة المكرمة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Completed,1419.0,,,2018-07-31,,False,False
فندق فينو – Venu Hotel,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Residential']","['Commercial', 'Hospitality', 'Residential']",2,Under construction,30837.0,2015.0,2015-01-01,,,False,False
فندق كورت يارد ماريوت وريزيدنس إن قرطبة – The Qurtubah Marriot Co...,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Hospitality']",1,Announced,8000.0,,,,,False,False
فندق ملينيوم حائل,Hail,275000000.0,حائل,False,['Government'],"['Government', 'Hospitality']",1,Completed,179200.0,2010.0,2010-03-01,2015-03-01,1826.0,True,False
فندق موڤنبيك وعد الشمال – Mövenpick Hotel Wa’ad Al Shamal,Northern Borders,,وعد الشمال,False,['Commercial'],"['Commercial', 'Hospitality']",1,Delayed,42000.0,,,2018-12-31,,False,True
فندق ميلينيوم الباحة – Millennium Hotel Baha,Al-Baha,255000000.0,الباحة,False,['Government'],"['Government', 'Hospitality']",1,Delayed,103000.0,2011.0,2011-12-12,2016-12-12,1827.0,True,True
فندق ميلينيوم بليس – Millennium Place,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Hospitality']",1,Proposed,,,,,,False,False
فندق ميلينيوم تبوك – Millennium Tabuk Hotel,Tabouk,430000000.0,تبوك,False,['Government'],"['Government', 'Hospitality']",1,Delayed,51000.0,2011.0,2011-11-22,2017-12-28,2228.0,True,True
فندق ميلينيوم مطار الأمير محمد بن عبدالعزيز الدولي –...,Al-Madinah Al-Monawarah,,المدينة المنورة,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Infrastructure', 'Leisure/Tourism']",1,Completed,,2014.0,2014-05-01,2017-01-19,994.0,False,False
فندق نوبو الرياض – Nobu Hotel Riyadh,Al-Riyadh,260000000.0,الرياض,False,['Religious/Charity'],"['Hospitality', 'Religious/Charity']",1,Completed,3100.0,2012.0,2012-03-01,2016-12-01,1736.0,True,False
فندق نوفوتيل المركز المالي – Novotel Hotel KAFD,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Hospitality']",1,Announced,3200.0,,,2020-12-31,,False,False
فندق هوليدي إن وكراون بلازا العزيزية – Holiday Inn & Crown...,Makkah Al-Mokarramah,1200000000.0,مكة المكرمة,False,['Religious/Charity'],"['Hospitality', 'Religious/Charity']",1,Completed,5000.0,2013.0,2013-03-01,2016-08-01,1249.0,True,False
فندق ومنتجع ميلينيوم جيزان,Jazan,225000000.0,جازان,False,['Government'],"['Government', 'Hospitality']",1,Delayed,100000.0,2011.0,2011-12-01,2016-12-01,1827.0,True,True
فورتوري – FORTORE,Al-Riyadh,,الرياض,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Delayed,,2015.0,2015-06-01,2017-06-01,731.0,False,True
فينان – Venan,Makkah Al-Mokarramah,,جدة,False,['Residential'],['Residential'],1,Announced,139506.0,,,,,False,False
فينتورا – Ventora,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Completed,,,,,,False,False
قبة الفراشة – Butterfly Dome – KAFD,Al-Riyadh,,الرياض,False,"['Government', 'Leisure/Tourism']","['Government', 'Leisure/Tourism']",2,Stalled,2826.0,,,2018-04-19,,False,True
قرية إكرام – Ikram Village,Al-Baha,45000000.0,بلجرشي,False,['Religious/Charity'],['Religious/Charity'],1,Under construction,30000.0,2018.0,2018-05-30,,,True,False
قرية البحر الأحمر – Red Sea Village,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Leisure/Tourism', 'Residential']","['Commercial', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Residential']",3,Announced,3600000.0,,,,,False,False
قرية البيضاء المستدامة,Makkah Al-Mokarramah,,بحرة,False,"['Government', 'Residential']","['Government', 'Infrastructure', 'Residential']",2,Under construction,1000000.0,,,,,False,False
قرية العبيكان و ماسك – Obeikan & Masic Village,Al-Riyadh,,الرياض,False,"['Commercial', 'Industrial']","['Commercial', 'Hospitality', 'Industrial']",2,Proposed,163000.0,,,,,False,False
قرية القصيبي – Gosaibi Village,Eastern Region,100000000.0,الخبر,False,['Commercial'],['Commercial'],1,Completed,50000.0,2006.0,2006-03-01,2008-09-21,935.0,True,False
قرية المرجان – Almurjan Village,Eastern Region,70000000.0,الجبيل الصناعية,False,['Residential'],['Residential'],1,Completed,161181.0,,,,,True,False
قرية بريدة التراثية – Burydah Heritage Village,Al-Qaseem,7222359.0,بريدة,False,"['Government', 'Leisure/Tourism']","['Government', 'Leisure/Tourism']",2,Under construction,24000.0,2018.0,2018-06-27,2020-07-31,765.0,True,False
قرية فيلاجيو – Villaggio Village,Eastern Region,120000000.0,الخبر,False,['Commercial'],['Commercial'],1,Delayed,,2017.0,2017-01-01,2018-03-31,454.0,True,True
قرية لابالما السكنية الثانية في الرياض – LaPalma Compound Riy...,Al-Riyadh,,الرياض,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Under construction,78000.0,,,,,False,False
قصر العارض للإحتفالات – AL-AREDH Ceremony Hall,Al-Riyadh,500000000.0,الرياض,False,['Government'],['Government'],1,Announced,,2016.0,2016-12-16,2018-12-17,731.0,True,False
قصر طويق..نموذج حي لتطبيق معايير العمارة المحلية في صور...,Al-Riyadh,,الرياض,False,['Government'],['Government'],1,Completed,,,,,,False,False
قطار الحرمين السريع – Haramain High Speed Rail,Makkah Al-Mokarramah / Al-Madinah Al-Monawarah,63000000000.0,"مكة المكرمة, مدينة الملك عبدالله الاقتصادية, المدينة المنورة, جدة",True,['Government'],"['Government', 'Infrastructure']",1,Completed,,,,2018-09-25,,True,False
قطار الخليج – Gulf Train – GCC,Eastern Region,57750000000.0,,False,['Government'],"['Government', 'Infrastructure']",1,Announced,,,,,,True,False
قطار الرياض – Riyadh Metro,Al-Riyadh,89701000000.0,الرياض,False,['Government'],"['Government', 'Infrastructure']",1,Delayed,,2014.0,2014-01-01,2018-12-31,1825.0,True,True
قطار الساحل – Coastal Railway,Makkah Al-Mokarramah / Jazan,,"مدينة جازان للصناعات الاساسية والتحويلية, الفيصلية, الليث, الشعيبة, جازان, جدة",True,['Government'],"['Government', 'Infrastructure']",1,Announced,,,,,,False,False
قطار المشاعر – Mashaaer Metro,Makkah Al-Mokarramah,6650000000.0,مكة المكرمة,False,['Government'],"['Government', 'Infrastructure']",1,Completed,,2008.0,2008-02-01,2011-07-31,1276.0,True,False
قطار سار – SAR Railway,Al-Qaseem / Al-Jouf / Northern Borders / Al-Riyadh / Hail,12000000000.0,"وعد الشمال, مدينة سدير للصناعة والأعمال, المجمعة, الرياض, بريدة, حائل, عرعر",True,['Government'],"['Government', 'Infrastructure']",1,Completed,,,,2017-02-26,,True,False
قطارات جدة الخفيفة – Jeddah LRT,Makkah Al-Mokarramah,,جدة,False,['Government'],"['Government', 'Infrastructure']",1,Announced,,,,,,False,False
قلب الطائف – Taif Heart,Makkah Al-Mokarramah,200000000.0,الطائف,False,['Commercial'],"['Commercial', 'Hospitality']",1,Completed,,,,,,True,False
قلب جدة – Heart of Jeddah,Makkah Al-Mokarramah,,جدة,False,"['Government', 'Leisure/Tourism', 'Residential']","['Commercial', 'Government', 'Infrastructure', 'Leisure/Tourism', 'Residential']",3,Announced,1700000.0,,,,,False,False
كليات الأصالة – Al Asala Colleges,Eastern Region,,الدمام,False,"['Commercial', 'Education']","['Commercial', 'Education']",2,Under construction,64155.0,,,,,False,False
كليات الريان الأهلية,Al-Madinah Al-Monawarah,,المدينة المنورة,False,"['Education', 'Health', 'Scientific']","['Commercial', 'Education', 'Health', 'Infrastructure', 'Scientific']",3,Under construction,,2013.0,2013-03-09,,,False,False
كليات الغد الدولية للعلوم الصحية التطبيقية بالدمام ̵...,Eastern Region,,الظهران,False,"['Commercial', 'Education']","['Commercial', 'Education']",2,Announced,880000.0,,,,,False,False
كليات الغد الدولية للعلوم الصحية التطبيقية بالرياض ̵...,Al-Riyadh,,الرياض,False,"['Commercial', 'Education']","['Commercial', 'Education']",2,Announced,277000.0,,,2019-09-30,,False,False
كليات الغد الدولية للعلوم الصحية التطبيقية بالقصيم- Al-G...,Al-Qaseem,,بريدة,False,['Education'],"['Commercial', 'Education']",1,Announced,430000.0,,,2019-10-01,,False,False
كليات الغد الدولية للعلوم الصحية التطبيقية بالمدينة ا�...,Al-Madinah Al-Monawarah,,المدينة المنورة,False,"['Commercial', 'Education']","['Commercial', 'Education']",2,Announced,220000.0,,,,,False,False
كليات الغد الدولية للعلوم الصحية التطبيقية بجدة – Al-...,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Education']","['Commercial', 'Education']",2,Announced,220000.0,,,,,False,False
كليات المعرفة – Almaarefa Colleges,Al-Riyadh,1500000000.0,الدرعية,False,"['Commercial', 'Education']","['Commercial', 'Education']",2,Announced,212950.0,,,,,True,False
كليات سليمان الراجحي – Sulaiman Al Rajhi Colleges,Al-Qaseem,,البكيرية,False,"['Commercial', 'Education']","['Commercial', 'Education']",2,Under construction,1200000.0,2011.0,2011-05-17,,,False,False
كلية الأعمال الدولية – Global Business School,Makkah Al-Mokarramah,,جدة,False,['Education'],['Education'],1,Announced,31336.0,,,2020-12-31,,False,False
